Mouse_RFID,Group_ID,mutant,Timestamp_base1,RC,authority,hub,eigenvector_centrality,constraint,pagerank,incloseness,outcloseness,normed instrength,normed outstrength,instrength,outstrength,out persistance,in persistance,indegree,outdegree,degree,transitivity,summed cocitation,summed bibcoupling,summed common neighbors,summed insubcomponent,summed outsubcomponent,summed injaccard,summed outjaccard,summed jaccard
0007CB47A6,10,False,3,False,0.4688304754172752,0.5098368007525815,0.5154462354285478,0.47529702717691336,0.09401904319051467,0.375,0.47368421052631576,0.3855421686746988,0.41414141414141414,53.0,57.0,5.0,7.0,5,5,10,0.8571428571428572,22,26,48,45,45,7.272222222222222,5.781746031746032,5.781746031746032
0007CDDBAF,10,False,3,False,0.7871440977709198,1.0,0.912064599561091,0.5105156074533808,0.15521924826373146,0.36,0.3333333333333333,0.8795180722891566,1.0,94.0,115.0,4.0,5.0,6,5,11,1.0,28,25,53,45,45,7.0055555555555555,5.781746031746032,5.781746031746032
0007CDE223,10,False,3,True,0.9838089090835191,0.7106309044223192,0.9534215290044429,0.4945006622003861,0.15958147656706748,0.375,0.2903225806451613,0.9759036144578314,0.7676767676767676,102.0,92.0,4.0,5.0,5,5,10,1.0,22,26,48,45,45,7.0055555555555555,5.598412698412699,5.598412698412699
0007CDEC0B,10,False,3,True,0.5396120520795779,0.7603489558963953,0.6931987880447569,0.4674742418650167,0.11630183215705335,0.3333333333333333,0.3333333333333333,0.5180722891566265,0.6767676767676768,64.0,83.0,4.0,6.0,6,5,11,0.8095238095238094,28,22,50,45,45,7.072222222222223,5.056349206349207,5.056349206349207
0007CE0327,10,False,3,False,0.19797440691509194,0.19459015486733044,0.2356839968479814,0.36064864703891036,0.052746355171887575,0.375,0.47368421052631576,0.04819277108433735,0.08080808080808081,25.0,24.0,3.0,3.0,5,5,10,0.75,23,23,46,45,45,7.511111111111111,5.142857142857143,5.142857142857143
0007CA3A72,11,True,3,False,0.13412282047555038,0.4239931204433073,0.17422384898347903,0.3933118841397913,0.06071245460494853,0.36,0.42857142857142855,0.0,0.5,13.0,24.0,5.0,4.0,4,4,8,0.6666666666666667,15,14,29,45,45,5.772222222222223,3.673015873015873,3.673015873015873
0007CB0B74,11,False,3,False,0.12849152116431173,0.06762916317018128,0.19387197480154256,0.42456693660307043,0.052851628165831666,0.5294117647058824,0.32142857142857145,0.0,0.0,13.0,6.0,1.0,8.0,3,2,5,0.6666666666666666,10,7,17,45,45,4.3694444444444445,2.6992063492063485,2.6992063492063485
0007CB0DBC,11,True,3,False,0.5573881535323607,0.9992173363577053,0.7045775739238204,0.4204215790152989,0.1463756070435286,0.3,0.5,0.546875,0.7777777777777778,48.0,34.0,4.0,3.0,6,6,12,0.6666666666666666,24,22,46,45,45,6.458333333333332,4.987698412698412,4.987698412698412
0007CB2407,11,True,3,False,0.22385982341320318,0.926878184431489,0.21655194031975675,0.43424996332044075,0.07142019001842025,0.32142857142857145,0.2727272727272727,0.171875,0.9444444444444444,24.0,40.0,5.0,3.0,5,7,12,0.6785714285714286,17,28,45,45,45,7.111111111111112,5.538888888888888,5.538888888888888
0007F2B3FF,11,False,3,False,0.18062728969175368,0.4879469063563826,0.22851137083574352,0.41257581844165886,0.05501812239113827,0.5625,0.4090909090909091,0.015625,0.3888888888888889,14.0,20.0,5.0,4.0,3,3,6,1.0,15,14,29,45,45,4.874999999999999,3.5892857142857144,3.5892857142857144
0007F2B59E,11,False,3,True,0.34557575693704273,0.9007144278379569,0.42769926437180783,0.43363943161434737,0.10737903655840629,0.5294117647058824,0.34615384615384615,0.296875,0.9444444444444444,32.0,40.0,5.0,4.0,6,6,12,0.8,26,25,51,45,45,6.388888888888889,5.44047619047619,5.44047619047619
0007F2B8A2,11,True,3,False,0.47990050355300984,1.0,0.6679774399968865,0.45614153336133223,0.1341876635121515,0.25,0.36,0.40625,0.8611111111111112,39.0,37.0,4.0,4.0,5,5,10,0.7142857142857143,24,20,44,45,45,6.63611111111111,4.757936507936508,4.757936507936508
0007F2B9FC,11,False,3,False,0.18161874235435355,0.4879355897248232,0.18431881246645995,0.401745838903193,0.053222649260217615,0.5625,0.391304347826087,0.03125,0.5277777777777778,15.0,25.0,6.0,6.0,4,4,8,0.6666666666666667,18,15,33,45,45,5.905555555555556,3.84484126984127,3.84484126984127
0007F2E37E,11,False,3,True,1.0,0.6657073992004421,1.0,0.44183780649732585,0.2161520917494235,0.21951219512195122,0.42857142857142855,1.0,1.0,77.0,42.0,4.0,5.0,6,5,11,0.6190476190476191,26,20,46,45,45,6.269444444444444,4.757936507936508,4.757936507936508
0007F2ED4,11,False,3,False,0.3284189494973,0.7116277674019225,0.33649735378654066,0.3945772692422404,0.10268055669593376,0.5294117647058824,0.34615384615384615,0.28125,0.8888888888888888,31.0,38.0,4.0,2.0,5,5,10,0.6666666666666666,19,21,40,45,45,6.424999999999999,4.823412698412699,4.823412698412699
0007CB0A48,12,False,3,True,1.0,0.7260733078725932,1.0,0.4454062941446014,0.16455341521570233,0.2,0.20930232558139536,1.0,0.8125,76.0,60.0,8.0,7.0,9,9,18,0.6666666666666666,41,41,82,45,45,7.6,6.8999999999999995,6.8999999999999995
0007CB0AD4,12,False,3,False,0.46355309495378866,1.0,0.5190380464508138,0.41942500901226604,0.0910511375670084,0.391304347826087,0.3103448275862069,0.3559322033898305,1.0,38.0,69.0,6.0,4.0,7,8,15,0.7142857142857143,34,39,73,45,45,7.3,6.577777777777778,6.577777777777778
0007CB2ED2,12,False,3,True,0.8481115911628594,0.9222143742436918,0.8392038216283588,0.44286284356382194,0.13287861480659421,0.3103448275862069,0.20930232558139536,0.7627118644067796,0.9375,62.0,66.0,6.0,6.0,8,8,16,0.6666666666666666,40,37,77,45,45,7.6,6.4222222222222225,6.4222222222222225
0007CB321B,12,False,3,False,0.22663570436325284,0.3093580265140511,0.271855583435007,0.37645416609064886,0.04920587840900235,0.34615384615384615,0.36,0.0,0.041666666666666664,17.0,23.0,8.0,2.0,4,3,7,1.0,27,18,45,45,45,5.260317460317459,3.9396825396825395,3.9396825396825395
0007CB39C9,12,False,3,False,0.5928078658974736,0.3882261126559,0.5553615950376146,0.41299243619761167,0.10014105118638042,0.3103448275862069,0.3,0.4745762711864407,0.25,45.0,33.0,2.0,8.0,5,6,11,0.6666666666666666,28,30,58,45,45,6.480555555555556,5.38611111111111,5.38611111111111
0007CB464C,12,True,3,False,0.6491394846121618,0.6460745599731708,0.6780394887274455,0.4410574022610538,0.12520204241373978,0.28125,0.23076923076923078,0.6271186440677966,0.5625,54.0,48.0,5.0,4.0,6,6,12,0.7619047619047619,30,33,63,45,45,6.852777777777778,6.052777777777777,6.052777777777777
0007F2B770,12,False,3,False,0.551677398422939,0.2962007214807089,0.5519735203955722,0.41577312035228087,0.09105679727630328,0.2647058823529412,0.5294117647058824,0.3898305084745763,0.0625,40.0,24.0,4.0,3.0,5,5,10,0.8666666666666666,29,30,59,45,45,6.527777777777778,5.822619047619047,5.822619047619047
0007F2B957,12,True,3,False,0.39368329554219894,0.7705348294971599,0.46320976681011167,0.4094422576919818,0.078632407262344,0.42857142857142855,0.34615384615384615,0.22033898305084745,0.7083333333333334,30.0,55.0,5.0,6.0,5,5,10,0.8666666666666666,32,30,62,45,45,6.844444444444445,5.727380952380952,5.727380952380952
0007F2BA9B,12,False,3,False,0.3175699585168052,0.4116045002259808,0.40806319188454,0.41747780433674997,0.08571623232281594,0.36,0.375,0.22033898305084745,0.125,30.0,27.0,4.0,5.0,5,4,9,0.8,29,24,53,45,45,5.780555555555556,5.038095238095238,5.038095238095238
0007F2CA05,12,False,3,False,0.46633544318485415,0.3070464415105187,0.4744337203620512,0.4337754626906296,0.0815624235401093,0.2903225806451613,0.47368421052631576,0.288135593220339,0.0,34.0,21.0,3.0,6.0,5,5,10,0.9,32,30,62,45,45,6.118650793650794,5.63968253968254,5.63968253968254
0007CB0CDD,14,False,3,False,0.0,0.05768054837294974,1.0310174810102817e-18,0.625,0.015,,0.2727272727272727,0.0,0.2,0.0,4.0,6.0,8.0,0,2,2,0.0,0,8,8,0,45,2.740873015873016,2.73015873015873,2.73015873015873
0007CB0F67,14,False,3,False,0.0682204101736381,0.03279013577304592,0.2770805857254506,0.38517677977248443,0.05481240768585,0.2903225806451613,0.5333333333333333,0.3,0.1,3.0,3.0,6.0,8.0,2,3,5,0.5,7,11,18,45,45,5.01547619047619,3.46547619047619,3.46547619047619
0007CB48B4,14,False,3,False,0.04329779480645707,0.10233300015536531,0.2522558753443412,0.28375327387307775,0.08715426501534627,0.5,0.3333333333333333,0.5,0.2,5.0,4.0,7.0,6.0,4,2,6,0.2,9,6,15,45,45,4.027380952380952,2.992857142857143,2.992857142857143
0007CB6DFA,14,True,3,False,0.16100704531945997,0.01878819920890361,0.2344703957970363,0.44205235301114604,0.08753013312447601,0.5,0.4444444444444444,0.9,0.0,9.0,2.0,9.0,8.0,3,2,5,0.5,9,6,15,45,45,4.3769841269841265,2.826190476190476,2.826190476190476
0007F29741,14,False,3,False,0.170110216688423,0.04459933220821075,0.34069681489831044,0.39209538709342745,0.12185889483885903,0.6428571428571429,0.5,0.8,0.0,8.0,2.0,7.0,3.0,6,2,8,0.4,15,7,22,45,45,5.038888888888889,3.704761904761905,3.704761904761905
0007F2B88A,14,False,3,False,1.0,0.07785076026680111,1.0,0.4671367623787637,0.09876975269485538,0.36,0.5,1.0,0.4,10.0,6.0,6.0,8.0,2,3,5,0.8333333333333334,8,8,16,45,45,4.619047619047619,2.988095238095238,2.988095238095238
0007F2C687,14,False,3,False,0.15433794397161799,0.27753317931272486,0.461911150929547,0.42631094129090147,0.15188250620046367,0.47368421052631576,0.6153846153846154,0.6,0.8,6.0,10.0,5.0,4.0,4,6,10,0.5714285714285714,10,16,26,45,45,5.888888888888888,4.367063492063491,4.367063492063491
0007F2EEFA,14,False,3,False,0.27373459745256756,0.07605002005339898,0.6719177870213169,0.3912423678496502,0.19585661240126226,0.47368421052631576,0.42105263157894735,1.0,0.5,10.0,7.0,6.0,5.0,5,4,9,0.5333333333333333,12,12,24,45,45,5.616666666666666,4.201190476190476,4.201190476190476
0007F2F26A,14,False,3,False,0.10131770431814094,1.0,0.7201417534279073,0.5145077711327705,0.11115253281226037,0.391304347826087,0.5333333333333333,0.8,1.0,8.0,12.0,6.0,6.0,4,4,8,0.6666666666666667,12,13,25,45,45,5.708730158730159,4.207142857142857,4.207142857142857
0007F2F283,14,True,3,False,0.010222353014460254,0.15912600365518711,0.1305435373876494,0.42193264342013576,0.075982895226627,0.5,0.5,0.2,0.9,2.0,11.0,6.0,8.0,2,4,6,0.6,4,11,15,45,45,4.974206349206349,3.375,3.375
0007CA3A72,15,True,3,False,0.127432320210111,0.26316206550394483,0.14624249703637957,0.43287928094693073,0.04008711405553963,0.5,0.5294117647058824,0.07692307692307693,0.13333333333333333,4.0,5.0,6.0,7.0,3,3,6,0.7333333333333333,12,12,24,45,45,5.977777777777778,3.5067460317460317,3.5067460317460317
0007CB0B74,15,False,3,False,0.08012010316139256,0.0500828928866056,0.07313469288859627,0.436673085075711,0.02634500034232169,0.42857142857142855,0.3333333333333333,0.0,0.0,2.0,3.0,8.0,7.0,2,2,4,0.6666666666666666,9,7,16,45,45,3.573015873015873,2.5912698412698414,2.5912698412698414
0007CB0DBC,15,True,3,True,0.189696681280203,0.9999999999999999,0.41609310791137444,0.35412391034496266,0.09236032959989572,0.47368421052631576,0.5,0.2692307692307692,1.0,9.0,18.0,6.0,3.0,4,6,10,0.7142857142857143,13,21,34,45,45,6.655555555555555,4.644444444444445,4.644444444444445
0007CB2407,15,True,3,False,0.22401218925185384,0.2072221806758801,0.2796210278282713,0.35894745217232965,0.07595415085200338,0.6428571428571429,0.36,0.2692307692307692,0.3333333333333333,9.0,8.0,4.0,4.0,5,3,8,0.5,15,12,27,45,45,4.773015873015874,3.6845238095238093,3.6845238095238093
0007F2B3FF,15,False,3,False,0.18753750420635673,0.5915424046743168,0.4016836105317375,0.4194732237730123,0.10174432545049501,0.5,0.5,0.3076923076923077,0.8,10.0,15.0,3.0,6.0,4,6,10,0.7142857142857143,15,23,38,45,45,6.811111111111111,4.938095238095238,4.938095238095238
0007F2B59E,15,False,3,False,0.4700198143751262,0.6322492780184032,0.5715688086449476,0.3952127363122112,0.1232389470606656,0.45,0.42857142857142855,0.5384615384615384,0.8,16.0,15.0,4.0,7.0,6,5,11,0.6428571428571429,24,16,40,45,45,6.933333333333334,4.325793650793651,4.325793650793651
0007F2B8A2,15,True,3,False,0.33643174968488276,0.3366588175743217,0.5042161131717099,0.3887441865158297,0.09598190839472728,0.5625,0.5294117647058824,0.34615384615384615,0.4,11.0,9.0,4.0,5.0,5,4,9,0.7142857142857143,20,14,34,45,45,6.811111111111111,4.0055555555555555,4.0055555555555555
0007F2B9FC,15,False,3,False,0.47658059878382736,0.41240248137798147,0.7952741287736976,0.4085751894452952,0.15251310686936326,0.4090909090909091,0.5625,0.6153846153846154,0.6666666666666666,18.0,13.0,4.0,2.0,5,4,9,0.8571428571428572,19,15,34,45,45,7.3,4.115079365079366,4.115079365079366
0007F2E37E,15,False,3,True,1.0,0.4178586164666389,1.0,0.4379329985835987,0.18317535456959314,0.36,0.5,1.0,0.7333333333333333,28.0,14.0,5.0,4.0,5,6,11,0.8571428571428572,20,23,43,45,45,7.3,5.1309523809523805,5.1309523809523805
0007F2E3D4,15,False,3,True,0.28198416235489304,0.8339588299635776,0.5345304925469123,0.41018573440822176,0.10859976280539528,0.391304347826087,0.47368421052631576,0.34615384615384615,1.0,11.0,18.0,5.0,4.0,5,5,10,0.8571428571428572,21,19,40,45,45,7.3,4.652777777777778,4.652777777777778
0007CA3B1C,16,False,3,False,0.085797038756012,0.10852767365265704,0.20113731070825752,0.4162637941540136,0.04866879621114922,0.47368421052631576,0.42857142857142855,0.0,0.0,8.0,6.0,6.0,2.0,2,3,5,0.8333333333333334,9,17,26,45,45,5.008333333333334,3.7400793650793647,3.7400793650793647
0007CB1E1F,16,False,3,False,0.27234345660430703,1.0,0.7814906784265323,0.4388758803995303,0.15320275111763915,0.391304347826087,0.3103448275862069,0.5833333333333334,1.0,29.0,44.0,3.0,3.0,7,7,14,0.7222222222222222,29,31,60,45,45,8.0,5.969444444444445,5.969444444444445
0007CB2183,16,True,3,False,0.27724457126877916,0.2687431754311744,0.3167285400766786,0.39755280542753135,0.05922152645374968,0.21951219512195122,0.5294117647058824,0.1111111111111111,0.34210526315789475,12.0,19.0,2.0,4.0,3,4,7,1.0,16,22,38,45,45,6.058333333333334,4.551587301587301,4.551587301587301
0007CB2277,16,True,3,False,1.0,0.2607819912286382,0.9999999999999999,0.43358545916171143,0.16634218671768808,0.45,0.45,1.0,0.5263157894736842,44.0,26.0,5.0,3.0,8,5,13,0.7142857142857143,36,22,58,45,45,7.366666666666667,5.161904761904762,5.161904761904762
0007CB3D9B,16,False,3,False,0.14349393802619023,0.4517371277550656,0.28560352228156305,0.40000333069520744,0.0874785411340134,0.45,0.45,0.19444444444444445,0.7105263157894737,15.0,33.0,2.0,5.0,6,7,13,0.9047619047619048,26,35,61,45,45,7.6194444444444445,6.486111111111111,6.486111111111111
0007CB3F5E,16,False,3,False,0.5155804914944212,0.22950011838497875,0.6692969556487071,0.40377895093857463,0.12980498397146553,0.3,0.5,0.6944444444444444,0.42105263157894735,33.0,22.0,4.0,4.0,6,7,13,0.8214285714285714,29,33,62,45,45,7.922222222222222,6.138888888888889,6.138888888888889
0007CB6BC3,16,False,3,False,0.17596820142841463,0.12341188383575652,0.2746657468562838,0.3839362367779451,0.07437377527128555,0.5294117647058824,0.47368421052631576,0.16666666666666666,0.10526315789473684,14.0,10.0,2.0,5.0,5,5,10,0.9333333333333333,26,27,53,45,45,6.930555555555556,5.525793650793651,5.525793650793651
0007F2945F,16,False,3,False,0.26034579059247837,0.2853865023945003,0.3422011402569435,0.4240243430739972,0.07757547733672876,0.6428571428571429,0.34615384615384615,0.25,0.39473684210526316,17.0,21.0,7.0,5.0,6,6,12,0.7222222222222222,28,26,54,45,45,8.0,5.236111111111111,5.236111111111111
0007F2B8A6,16,True,3,False,0.34354991360728043,0.4955966046772571,0.4270084122915277,0.3939947166652556,0.11642246515396047,0.5,0.5294117647058824,0.5,0.5263157894736842,26.0,26.0,4.0,5.0,5,5,10,0.8571428571428572,23,25,48,45,45,7.427777777777777,5.154761904761904,5.154761904761904
0007F2E455,16,True,3,False,0.2327133378211109,0.09100403344580882,0.2983916783082744,0.3975630744823024,0.08690949663232016,0.75,0.3333333333333333,0.3055555555555556,0.10526315789473684,19.0,10.0,4.0,3.0,5,4,9,0.7619047619047619,24,18,42,45,45,6.888888888888889,4.208333333333333,4.208333333333333
0007CB0CDD,17,False,3,False,0.2718738898729182,0.201868744784429,0.2760602205797672,0.4111559918828661,0.05128483311132208,0.2903225806451613,0.5294117647058824,0.2,0.23809523809523808,6.0,7.0,1.0,7.0,3,5,8,0.7333333333333333,12,15,27,45,45,6.0888888888888895,3.748015873015873,3.748015873015873
0007CB0F67,17,False,3,False,0.21517366809414035,0.23853648386833665,0.30326446821836733,0.3855557504263006,0.07173251047779115,0.47368421052631576,0.45,0.26666666666666666,0.23809523809523808,7.0,7.0,5.0,7.0,5,5,10,0.5714285714285714,15,17,32,45,45,6.063888888888888,4.472222222222222,4.472222222222222
0007CB48B4,17,False,3,False,0.4792122039109006,1.0,0.8643552452353958,0.44290507602872714,0.16789356776814668,0.47368421052631576,0.391304347826087,1.0,1.0,18.0,23.0,6.0,4.0,7,7,14,0.5277777777777778,20,19,39,45,45,6.6000000000000005,4.658333333333333,4.658333333333333
0007CB6DFA,17,True,3,False,0.3372606768839281,0.2758832149774731,0.41682792788321404,0.4001521108998682,0.0755625392916274,0.3103448275862069,0.5294117647058824,0.4,0.3333333333333333,9.0,9.0,5.0,7.0,4,4,8,0.6,18,14,32,45,45,5.269841269841271,3.8630952380952377,3.8630952380952377
0007F29741,17,False,3,False,0.640537210593544,0.3870988033238681,0.5991432117657838,0.4643259667229491,0.09214652437725653,0.47368421052631576,0.375,0.6,0.5238095238095238,12.0,13.0,6.0,3.0,5,5,10,0.7619047619047619,21,20,41,45,45,6.841666666666667,4.948412698412699,4.948412698412699
0007F2B88A,17,False,3,False,0.26307851874911664,0.0860606707946195,0.26258057563960546,0.5757644678192393,0.04810002459787255,0.45,0.32142857142857145,0.06666666666666667,0.047619047619047616,4.0,3.0,7.0,4.0,2,2,4,1.0,10,10,20,45,45,3.2543650793650793,3.1603174603174597,3.1603174603174597
0007F2C687,17,False,3,False,0.5977707229895952,0.217660174970139,0.6230084371105411,0.5098898699099231,0.08767709680752334,0.47368421052631576,0.20930232558139536,0.4666666666666667,0.23809523809523808,10.0,7.0,2.0,3.0,4,2,6,0.9,18,10,28,45,45,6.030555555555556,3.4678571428571425,3.4678571428571425
0007F2EEFA,17,False,3,False,0.15231614458109552,0.27867705934861875,0.1631702174650607,0.45501043022235305,0.04518769152346448,0.2903225806451613,0.42857142857142855,0.0,0.2857142857142857,3.0,8.0,8.0,3.0,2,4,6,0.9,8,16,24,45,45,6.030555555555556,3.901190476190476,3.901190476190476
0007F2F26A,17,False,3,False,0.3504514773391661,0.7700011470685204,0.7156802009711248,0.38230183038803905,0.2114139485541524,0.42857142857142855,0.5294117647058824,0.5333333333333333,0.6190476190476191,11.0,15.0,4.0,7.0,5,5,10,0.6666666666666666,15,17,32,45,45,6.455555555555555,4.417857142857143,4.417857142857143
0007F2F283,17,True,3,False,0.9999999999999999,0.051397645990916264,1.0,0.6439056552877986,0.14900126349084342,0.2727272727272727,0.2903225806451613,0.7333333333333333,0.0,14.0,2.0,4.0,3.0,3,1,4,0.6666666666666666,13,4,17,45,45,3.8702380952380953,2.2857142857142856,2.2857142857142856
0007AC2B02,1,False,4,True,0.7748042650999576,0.559622313969889,0.8554925745923718,0.4530875117877021,0.1536499078613569,0.2727272727272727,0.21951219512195122,0.8405797101449275,0.6463414634146342,72.0,66.0,3.0,4.0,8,9,17,0.6388888888888888,35,38,73,45,45,7.4,6.5,6.5
0007CB0942,1,False,4,False,0.46524320326748364,0.14506530286258484,0.5274806141343392,0.35926758952788096,0.07378645697353214,0.32142857142857145,0.34615384615384615,0.30434782608695654,0.0,35.0,13.0,1.0,4.0,3,2,5,1.0,22,12,34,45,45,4.25079365079365,3.084126984126984,3.084126984126984
0007CB44CE,1,False,4,False,0.44481443399179066,1.0,0.6935602762407334,0.4577338626268106,0.13395606946811248,0.3103448275862069,0.3,0.5652173913043478,1.0,53.0,95.0,6.0,2.0,7,9,16,0.6388888888888888,32,39,71,45,45,7.4,6.5,6.5
0007CB7051,1,False,4,False,0.4755090703596927,0.5371160809981929,0.6385557794301056,0.44648159835166984,0.1536152699985521,0.34615384615384615,0.225,0.6666666666666666,0.6463414634146342,60.0,66.0,7.0,6.0,8,7,15,0.75,38,33,71,45,45,7.466666666666666,6.311111111111111,6.311111111111111
0007CD6778,1,False,4,False,0.20135769997771338,0.15921312969482213,0.24529131838924667,0.40716931315573845,0.05038575204256814,0.25,0.4090909090909091,0.057971014492753624,0.04878048780487805,18.0,17.0,3.0,1.0,4,4,8,0.9,24,23,47,45,45,5.74484126984127,4.795634920634921,4.795634920634921
0007CD765E,1,False,4,False,0.26358424789770635,0.09529032576289458,0.298511286911058,0.3798093759774267,0.0673486402877598,0.2571428571428571,0.47368421052631576,0.15942028985507245,0.012195121951219513,25.0,14.0,3.0,3.0,5,3,8,0.8666666666666666,30,16,46,45,45,6.469444444444445,3.964285714285714,3.964285714285714
0007CD77C5,1,True,4,True,0.9999999999999999,0.5495945043481397,1.0,0.5079003017847901,0.17928735896923967,0.23684210526315788,0.3333333333333333,1.0,0.7804878048780488,83.0,77.0,4.0,3.0,6,7,13,0.7142857142857143,30,33,63,45,45,6.5888888888888895,5.955555555555556,5.955555555555556
0007CDADED,1,False,4,False,0.13142167193217652,0.2470377433821541,0.206477120649658,0.39867895265655307,0.044986482576710236,0.47368421052631576,0.32142857142857145,0.0,0.12195121951219512,14.0,23.0,4.0,3.0,4,4,8,0.9,25,25,50,45,45,5.898412698412699,5.10515873015873,5.10515873015873
0007CDC443,1,False,4,False,0.26170743129752166,0.12441453127069979,0.3515064935092165,0.4061658899146084,0.0704242089395624,0.4090909090909091,0.34615384615384615,0.18840579710144928,0.012195121951219513,27.0,14.0,2.0,5.0,5,5,10,0.9333333333333333,32,27,59,45,45,6.858333333333333,5.352777777777778,5.352777777777778
0007CDDBAF,1,False,4,False,0.2625419523769509,0.19816956673300692,0.3371099926276922,0.38155596829920485,0.07255985288260618,0.5,0.36,0.17391304347826086,0.18292682926829268,26.0,28.0,2.0,4.0,5,5,10,0.9333333333333333,32,28,60,45,45,6.858333333333333,5.523412698412699,5.523412698412699
0007CB2224,2,False,4,False,0.08659663896024149,0.057462380436831405,0.12332065699897386,0.35566145383115627,0.04584198173834912,0.24324324324324326,0.36,0.09917355371900827,0.04827586206896552,17.0,11.0,6.0,5.0,3,1,4,0.6666666666666666,11,5,16,45,45,3.7678571428571423,2.425396825396825,2.425396825396825
0007CB3491,2,False,4,False,0.20161559868675585,0.19430247424021216,0.23258483350958922,0.3959868572222371,0.06892750925276138,0.45,0.23076923076923078,0.19008264462809918,0.22758620689655173,28.0,37.0,4.0,5.0,3,5,8,0.6666666666666666,11,23,34,45,45,6.461111111111111,5.071428571428571,5.071428571428571
0007CB4837,2,True,4,False,0.4901120595145133,0.16863787174242562,0.5202594337172067,0.4449970812262866,0.09750494183380182,0.2571428571428571,0.36,0.4214876033057851,0.1724137931034483,56.0,29.0,6.0,6.0,5,5,10,0.7619047619047619,21,18,39,45,45,6.758333333333333,4.523809523809524,4.523809523809524
0007CB6AB4,2,False,4,True,0.5968391716902476,1.0,0.9537116506670795,0.5033705837069374,0.24333577240640974,0.21428571428571427,0.2727272727272727,1.0,1.0,126.0,149.0,9.0,6.0,7,7,14,0.7142857142857143,25,24,49,45,45,6.638888888888889,5.472222222222222,5.472222222222222
0007CD5116,2,False,4,False,0.0068113749142275255,0.005515392873546347,0.008682384547842991,0.48742439846910063,0.025405657928982393,0.34615384615384615,0.2647058823529412,0.0,0.0,5.0,4.0,8.0,6.0,1,2,3,0.0,2,3,5,45,45,2.5,1.8722222222222222,1.8722222222222222
0007CDE223,2,False,4,False,0.1964822996279155,0.1506822746144077,0.25472350635332536,0.3952734401965107,0.07745644385216728,0.32142857142857145,0.391304347826087,0.2396694214876033,0.14482758620689656,34.0,25.0,6.0,5.0,6,4,10,0.5714285714285714,20,16,36,45,45,6.044444444444445,4.594444444444444,4.594444444444444
0007CDE4F0,2,False,4,False,0.04441804332302248,0.06434362236703448,0.04912599882074686,0.31691529850261096,0.03313585140327361,0.34615384615384615,0.4090909090909091,0.01652892561983471,0.06206896551724138,7.0,13.0,6.0,6.0,2,3,5,0.3333333333333333,7,11,18,45,45,3.2873015873015876,3.1912698412698415,3.1912698412698415
0007CDEAA7,2,False,4,False,0.2897265615022006,0.2391805263601298,0.31599430035157955,0.4165102423003999,0.0688600593235491,0.34615384615384615,0.2647058823529412,0.24793388429752067,0.2896551724137931,35.0,46.0,4.0,6.0,5,5,10,0.7333333333333333,22,20,42,45,45,5.96111111111111,5.023809523809524,5.023809523809524
0007CDEC0B,2,False,4,True,1.0,0.47513753935979414,1.0,0.43774668494611985,0.19994045998439758,0.3,0.36,0.9338842975206612,0.6344827586206897,118.0,96.0,6.0,8.0,5,5,10,0.9333333333333333,21,23,44,45,45,6.75,5.642857142857142,5.642857142857142
0007CDEEE2,2,False,4,True,0.3457599071939723,0.6574863189816772,0.5691431182699701,0.4295171618068658,0.13959132227630786,0.36,0.2571428571428571,0.5289256198347108,0.5586206896551724,69.0,85.0,5.0,7.0,5,5,10,0.9333333333333333,22,23,45,45,45,6.75,5.642857142857142,5.642857142857142
0007CB0942,3,False,4,False,0.0482356607809781,0.079419129705662,0.06132517591982688,0.38505074018395113,0.032850996416673696,0.3684210526315789,0.28,0.0,0.0,16.0,27.0,3.0,4.0,1,1,2,0.0,4,4,8,28,28,2.6607142857142856,1.8273809523809523,1.8273809523809523
0007CD38E5,3,False,4,False,0.45766242861931156,1.0,0.635786031069858,0.7140146940159138,0.17503802554733158,0.10606060606060606,0.2916666666666667,0.5769230769230769,0.7560975609756098,166.0,182.0,3.0,5.0,6,6,12,0.8666666666666666,25,25,50,28,28,6.482142857142858,6.178571428571429,6.178571428571429
0007CD81D3,3,False,4,True,1.0,0.5736291056918853,1.0,0.6972581123424343,0.2378095693158267,0.21212121212121213,0.14,1.0,0.6292682926829268,276.0,156.0,8.0,5.0,6,6,12,0.8666666666666666,25,25,50,28,28,6.482142857142858,6.178571428571429,6.178571428571429
0007CD86B3,3,False,4,True,0.8237126251240096,0.9219179843902942,0.924883450715539,0.862721439476873,0.2596236706508676,0.22580645161290322,0.1891891891891892,0.9884615384615385,1.0,273.0,232.0,8.0,7.0,6,6,12,0.8666666666666666,25,25,50,28,28,6.482142857142858,6.178571428571429,6.178571428571429
0007CDC395,3,True,4,False,0.1297266668272636,0.14868062631045323,0.1512368259668349,0.5518991581086421,0.05423567323103039,0.4375,0.21212121212121213,0.10384615384615385,0.04878048780487805,43.0,37.0,3.0,6.0,5,4,9,1.0,23,19,42,28,28,5.910714285714286,5.089285714285714,5.089285714285714
0007CDC91B,3,False,4,False,0.19446047650081535,0.37757467113687,0.22434317832708203,0.697545712603829,0.07433988977281868,0.20588235294117646,0.28,0.18076923076923077,0.32195121951219513,63.0,93.0,5.0,4.0,5,5,10,0.8666666666666666,23,22,45,28,28,6.482142857142858,5.571428571428571,5.571428571428571
